,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
10,0.932683426,0.001034685,0.001034685,0.001034685,0.001127157,0.001032647,0.001031742,0.00103075,0.000863233,0.000863233,0.000862505,0.000862185,0.000861385,0.000861385,0.000861385,0.000861678,0.000861265,0.000861105,0.000938139,0.000860891,0.000860959,0.000860624,0.000860438,0.000860277,0.000860437,0.000860413,0.000860111,0.000860231,0.000860062,0.000859942,0.000859909,0.000934726,0.001018742,0.001774019,0.001016906,0.001016245,0.000780658,0.001109419,0.00077841,0.0007779,0.000777677,0.000846117,0.000845711,0.000845637,0.000844583,0.000842771,0.000704692,0.000702859,0.000766861,0.000761638,0.001203166,0.000697299,0.000830751,0.000636396,0.000904584,0.000820616,0.000679069,0.000895321,0.000678206,0.001082354,0.000742979,0.000469312,0.000429925,0.000511457,0.000671297,0.000423845,0.000555386,0.000606708,0.000605086,0.000662246,0.000726611,0.000378431,0.000313515,0.000540296,0.000541436,0.000541456,0.000489682,0.000490226,0.000536135,0.000400324,0.000483986,0.000331392,0.000242495,0.000198796,0.000112861,0.000352943,0.000177808,0.000784279,0.000583282,7.91E-05,0.00021484,0.000176586,0.000106979,4.81E-05,5.31E-06
11,0.902000005,0.001664893,0.001664893,0.001664893,0.001664775,0.001664775,0.001663526,0.00166358,0.001662831,0.001662831,0.001662831,0.001662199,0.001661889,0.001661892,0.001661956,0.001661404,0.00166127,0.001661124,0.001661009,0.001661083,0.001661096,0.001660954,0.001660775,0.001660626,0.00166068,0.001660539,0.001660449,0.001660386,0.001508584,0.001507319,0.001504855,0.001505073,0.001501683,0.00150152,0.001501046,0.001362941,0.001360654,0.001360746,0.001360875,0.001360099,0.00135955,0.00135917,0.001359219,0.001357543,0.001356971,0.001232472,0.001229743,0.001227652,0.001226218,0.001118367,0.001110975,0.001004697,0.000912375,0.000911037,0.000910151,0.000909541,0.000906996,0.00090531,0.00082468,0.000823968,0.000822728,0.000822482,0.000817657,0.000744623,0.00080858,0.000741316,0.000679152,0.000731048,0.000671169,0.000608673,0.000604712,0.000550882,0.000496822,0.000496574,0.00049631,0.000450217,0.000449366,0.000406857,0.000368177,0.000367741,0.000367003,0.000223299,0.000218984,0.000217666,0.000150196,0.000135383,8.19E-05,6.01E-05,5.02E-05,3.35E-05,2.28E-05,1.55E-05,1.39E-05,1.15E-05,1.86E-06
12,0.907132672,0.001688174,0.001819697,0.001529321,0.0014077,0.0014077,0.0014077,0.001407698,0.001407698,0.001526196,0.00140668,0.001406543,0.001406171,0.001406171,0.001406171,0.001405254,0.001405451,0.001405071,0.001405012,0.001404912,0.001404422,0.001404351,0.001404247,0.001404151,0.001404158,0.001404389,0.001403897,0.00140422,0.001403806,0.001403758,0.001403622,0.001403557,0.001275957,0.001274815,0.001383955,0.001382795,0.001272788,0.001382009,0.001381601,0.001269389,0.00126887,0.001153266,0.00125315,0.001151239,0.001149729,0.001149403,0.00124963,0.00114804,0.001147102,0.001246465,0.001629257,0.001129314,0.000946816,0.001217947,0.000927164,0.000849851,0.00092582,0.000924742,0.00076978,0.000838229,0.000837563,0.000765325,0.000696166,0.00069125,0.000689971,0.000754018,0.000630898,0.000683282,0.000682505,0.000515285,0.000515161,0.000511331,0.000466891,0.000504946,0.000664975,0.000420903,0.000420435,0.000550653,0.00079786,0.000413405,0.000312287,0.00129303,0.000398123,0.000221924,0.000393095,0.000165615,0.0001773,0.000108016,6.16E-05,8.82E-05,4.06E-05,4.87E-05,6.52E-05,6.52E-05,8.76E-06
13,0.912646325,0.001483662,0.001483217,0.001483003,0.00148247,0.001482333,0.001237971,0.001237971,0.001237971,0.001238094,0.001238094,0.001237196,0.001236961,0.001343694,0.001236678,0.001236678,0.001236678,0.001235984,0.001235733,0.001235788,0.001463996,0.001235111,0.001235098,0.001234846,0.001234982,0.001234746,0.001234582,0.001234436,0.001234394,0.00123434,0.001234217,0.001596338,0.001122346,0.001121348,0.001119393,0.001117265,0.001214911,0.001116232,0.00132546,0.001115907,0.001213992,0.001211848,0.001014688,0.001732565,0.001013432,0.001012231,0.001011424,0.00101089,0.001008766,0.001098307,0.001095316,0.00099837,0.000992712,0.001293159,0.000747516,0.000815467,0.000813974,0.000813088,0.000886218,0.000885806,0.000677177,0.000965413,0.000673355,0.000612703,0.000729043,0.000797621,0.000607969,0.000600795,0.000600281,0.002287518,0.000543509,0.000543121,0.00049262,0.00044984,0.001038615,0.000533496,0.000444409,0.00044377,0.000483916,0.000527147,0.000577304,0.000476878,0.000289293,0.000418708,0.000284332,0.000256257,0.000229686,0.000170097,7.85E-05,9.40E-05,5.21E-05,6.31E-05,4.69E-05,8.49E-05,9.35E-06
14,0.903280995,0.001572514,0.001572514,0.001572514,0.001572472,0.001572472,0.001571214,0.001571146,0.00157093,0.00157093,0.00157093,0.001569943,0.001569978,0.001569629,0.001569568,0.001569278,0.001569026,0.001568923,0.001568796,0.001568808,0.001568729,0.001568861,0.001568731,0.001568505,0.001568472,0.001568415,0.001568288,0.001568197,0.001568137,0.00168411,0.001548259,0.001546979,0.001544626,0.00142506,0.001423981,0.001421612,0.001421478,0.001418424,0.001418101,0.001417653,0.001400267,0.00128556,0.001285312,0.001284769,0.001284217,0.001283687,0.001282418,0.001281549,0.001161869,0.00115827,0.001362998,0.001056806,0.001049587,0.001034659,0.000948854,0.000862244,0.000859917,0.000935716,0.000859027,0.000854993,0.000779484,0.000776981,0.000772222,0.000770225,0.000703864,0.000700606,0.000762355,0.000635518,0.000575126,0.00057442,0.000571072,0.000520631,0.000469411,0.000469305,0.000469006,0.000510386,0.00042573,0.000736402,0.000384474,0.000417535,0.000347852,0.000211051,0.000442648,0.000205621,0.000204897,0.00015345,9.30E-05,6.84E-05,6.83E-05,3.80E-05,3.10E-05,2.53E-05,2.28E-05,1.88E-05,2.11E-06
15,0.90254103,0.00194351,0.00194351,0.00194351,0.001616539,0.001616539,0.001616539,0.001616381,0.001616381,0.001615211,0.001615224,0.001613922,0.001613865,0.00161362,0.001613624,0.001613165,0.001613021,0.001612866,0.001612839,0.001612852,0.001612724,0.001612824,0.001612717,0.001612529,0.001612422,0.001612448,0.00161231,0.001612213,0.001612162,0.001590281,0.00146473,0.0014635,0.00146128,0.001461209,0.001458143,0.001457908,0.001457448,0.001323434,0.00132124,0.001321245,0.001320626,0.001320121,0.001319814,0.00131967,0.001318261,0.001317527,0.001196995,0.001194026,0.001190656,0.001279116,0.001085875,0.00107878,0.000975401,0.000885909,0.000884762,0.000961193,0.000883685,0.000883004,0.000878978,0.000800791,0.000800209,0.000798506,0.000793886,0.000723084,0.000719858,0.000659534,0.000652957,0.000651783,0.000590961,0.000590373,0.000587064,0.000534876,0.000482379,0.000482176,0.000481885,0.000437208,0.000436505,0.000624689,0.000395068,0.000357355,0.000357231,0.000216755,0.000309766,0.000175838,0.000145958,0.000131451,7.95E-05,4.88E-05,4.87E-05,2.72E-05,2.21E-05,1.50E-05,1.62E-05,1.12E-05,1.81E-06
16,0.901981649,0.001981649,0.001981649,0.001648038,0.001648038,0.001648038,0.001647877,0.001647877,0.001646685,0.001646698,0.001645371,0.001645276,0.001645063,0.001645067,0.001644562,0.001644452,0.001644294,0.001644266,0.00164428,0.001644149,0.001644106,0.00164413,0.001643951,0.001643805,0.001643868,0.001643728,0.001643629,0.001643577,0.001621233,0.001493271,0.001492018,0.00148957,0.001489754,0.001486479,0.001486317,0.001485848,0.001462802,0.001349104,0.001346915,0.00134696,0.00134629,0.001345744,0.001345414,0.001345385,0.001343918,0.0013432,0.001220089,0.001217201,0.001213766,0.001107009,0.001099719,0.000994407,0.000979533,0.000903104,0.000901856,0.000900837,0.000900209,0.000898039,0.000896106,0.000816312,0.000815647,0.000814064,0.000809355,0.000737112,0.00073381,0.000672259,0.000665631,0.000664375,0.000602463,0.000601862,0.000598504,0.000545285,0.000491753,0.000491534,0.000491262,0.000445652,0.000444781,0.000402711,0.000364288,0.000363968,0.00036333,0.000220897,0.000180619,0.000179186,0.000148666,0.000133962,8.10E-05,4.97E-05,4.96E-05,2.77E-05,2.26E-05,1.53E-05,1.38E-05,1.14E-05,1.84E-06
17,0.910510295,0.001651934,0.001514566,0.002149134,0.001260409,0.001260409,0.001260409,0.001260378,0.001260378,0.001367532,0.001259516,0.001258664,0.001258664,0.001258664,0.001491191,0.001258377,0.001491609,0.001258206,0.001258177,0.001258023,0.001258006,0.001257854,0.001257927,0.001258024,0.001257605,0.001257341,0.001257297,0.001257361,0.001257129,0.001257059,0.001257035,0.001256939,0.001256882,0.001256812,0.001142313,0.001141259,0.002592416,0.001137277,0.001136751,0.001235798,0.001136477,0.001234299,0.001611223,0.001032016,0.001030941,0.001030997,0.001030593,0.001028993,0.001027607,0.001117522,0.000934465,0.001599252,0.000929582,0.000928854,0.000847594,0.000841776,0.000829403,0.000901576,0.000690645,0.000689974,0.000687458,0.000749119,0.000685625,0.000980054,0.000623902,0.001074957,0.000618954,0.000616829,0.000564867,0.000970085,0.000510205,0.000461428,0.000795163,0.000418039,0.0004519,0.001283942,0.001282739,0.000377334,0.000409392,0.000341658,0.00030891,0.00058614,0.00024075,0.000239434,0.000197577,0.000698673,0.000191659,7.97E-05,5.51E-05,0.000386331,3.00E-05,2.95E-05,1.84E-05,2.19E-05,2.96E-06
18,0.90216144,0.001789851,0.001648458,0.001648458,0.001648458,0.001648297,0.001648297,0.001647044,0.001647073,0.001646347,0.001646347,0.001646347,0.001645794,0.001645491,0.001645413,0.001645472,0.001644943,0.001644875,0.001644653,0.001644617,0.001644535,0.00164463,0.001644457,0.001644503,0.001644301,0.00164419,0.001644218,0.001644078,0.001643979,0.001643926,0.001493728,0.001492398,0.001489993,0.00149012,0.001486267,0.00134941,0.001347364,0.001347199,0.001347411,0.001346687,0.001346101,0.001345662,0.001345716,0.001344079,0.001343488,0.001220308,0.001217486,0.001215519,0.001214065,0.001107423,0.001100211,0.001086181,0.000994653,0.00090204,0.000901138,0.000900475,0.000898064,0.000896297,0.000816593,0.000815836,0.000814622,0.000814263,0.000809532,0.000737247,0.00073411,0.000672674,0.000665847,0.000664715,0.000602702,0.000602059,0.000598643,0.000713113,0.000545779,0.000491924,0.000491525,0.000535038,0.000445815,0.00040292,0.000437484,0.000436754,0.000364485,0.000221059,0.000180729,0.000179247,0.000178385,0.000134064,8.11E-05,4.97E-05,4.96E-05,3.98E-05,2.26E-05,1.53E-05,1.65E-05,1.63E-05,1.85E-06
19,0.901999474,0.001664458,0.001664458,0.001664458,0.001664305,0.001664305,0.001663057,0.001663062,0.001662353,0.001662353,0.001662353,0.001661757,0.001661446,0.001661414,0.001661469,0.001660933,0.00166083,0.001660641,0.001660606,0.001660619,0.001660489,0.001660468,0.001660287,0.001660176,0.001660203,0.001660063,0.001659962,0.001659909,0.001508198,0.001506924,0.00150442,0.001504558,0.001501283,0.001501087,0.001500613,0.001362561,0.001360278,0.001360353,0.001360472,0.001359758,0.001359147,0.001358781,0.001358754,0.001357146,0.001356548,0.001232122,0.001229405,0.001227272,0.001225834,0.001118167,0.001110814,0.001004316,0.000912287,0.000910817,0.000909891,0.000909155,0.00090671,0.000905035,0.000824465,0.000823767,0.000822484,0.00082213,0.000817424,0.000744414,0.000808355,0.000741165,0.000679093,0.00067101,0.000608545,0.00060786,0.000661931,0.000604451,0.000496646,0.000496608,0.000496286,0.000540066,0.0004501,0.000406774,0.000367956,0.000367596,0.00036685,0.0002231,0.000182369,0.000180972,0.000180072,0.000135302,8.19E-05,5.02E-05,5.01E-05,2.80E-05,2.73E-05,1.85E-05,1.39E-05,1.15E-05,2.23E-06
20,0.901997504,0.001662726,0.001662726,0.001662726,0.001662499,0.001662499,0.001661296,0.001661332,0.001660594,0.001660594,0.001660594,0.001659996,0.001659751,0.001659664,0.001659711,0.001659182,0.001659076,0.001658849,0.001658862,0.001658738,0.0016587,0.00165871,0.001658541,0.00165839,0.001658446,0.001658307,0.001658216,0.001658153,0.001506587,0.001505387,0.001502789,0.001503003,0.00149967,0.001499501,0.001499027,0.001361094,0.001358849,0.001358947,0.001359085,0.00135831,0.001357728,0.001357366,0.001357372,0.001355711,0.001355132,0.00123085,0.001228191,0.001225974,0.001224574,0.001116952,0.001109505,0.001094082,0.001003262,0.000911232,0.000908898,0.000908283,0.000905783,0.00090408,0.000823596,0.000822943,0.000821648,0.000821338,0.000816539,0.000743639,0.000740407,0.000678394,0.000671614,0.000670285,0.000607909,0.000607361,0.000603872,0.000550277,0.000596033,0.000496158,0.000495969,0.000449631,0.000448806,0.000406408,0.000441659,0.000367269,0.000366457,0.000222956,0.000182177,0.000217378,0.000179864,0.000162239,8.18E-05,6.01E-05,6.00E-05,3.34E-05,2.28E-05,1.55E-05,1.67E-05,1.15E-05,1.86E-06
21,0.913629174,0.00158765,0.001587296,0.001587077,0.001586861,0.001586486,0.001323207,0.001323207,0.001323207,0.001323251,0.001323251,0.001322183,0.001322294,0.00132139,0.00132139,0.00132139,0.00132103,0.001320971,0.001320894,0.001320813,0.001320373,0.00131999,0.00132,0.001319947,0.001319973,0.001319715,0.001319636,0.001319579,0.001319402,0.001709467,0.001199315,0.001198193,0.001196617,0.001196439,0.001418869,0.001300287,0.00119348,0.001193226,0.001192847,0.001083654,0.00108215,0.001082008,0.001081157,0.001081014,0.00108068,0.00108037,0.00107892,0.001078549,0.001174871,0.000975976,0.000889763,0.000883289,0.000799001,0.001043146,0.000870075,0.00094866,0.000866829,0.000726051,0.000724061,0.000723988,0.000786062,0.000786145,0.000655818,0.000854047,0.000711643,0.000650062,0.000541056,0.00064222,0.000641628,0.000700256,0.000581188,0.000577893,0.000438595,0.000474678,0.000474395,0.000474493,0.000517589,0.000429561,0.000684074,0.00061891,0.000423309,0.000422859,0.000309879,0.000450968,0.000207798,0.000334046,9.43E-05,0.00010151,4.80E-05,8.29E-05,3.80E-05,3.76E-05,4.13E-05,5.02E-05,1.23E-05
22,0.902005826,0.001670141,0.001670141,0.001670141,0.001669977,0.001669977,0.001668769,0.001668782,0.001668072,0.001668072,0.001668072,0.001667438,0.001667125,0.001667129,0.001667184,0.001666628,0.001666507,0.001666357,0.001666318,0.001666332,0.001666199,0.001666166,0.00166618,0.001666009,0.001665914,0.00166585,0.001665773,0.001665619,0.001513297,0.001512027,0.001509547,0.001509733,0.001506414,0.00150625,0.001505775,0.001367151,0.001364941,0.001365025,0.001365145,0.001364345,0.001363793,0.001363411,0.001363428,0.001361814,0.001361214,0.001236302,0.001233534,0.001231494,0.001230074,0.001121855,0.001114467,0.001007743,0.000915216,0.000913871,0.000912918,0.000912282,0.000909809,0.000908137,0.000827243,0.000826509,0.00082529,0.000824959,0.00082021,0.000746902,0.000743637,0.000681212,0.000674562,0.000673239,0.000610547,0.000609943,0.000606534,0.000552597,0.000498351,0.000498129,0.000497854,0.000451601,0.000450734,0.000408127,0.000369186,0.00036882,0.000368065,0.000223865,0.000182959,0.000218334,0.000150636,0.000135763,8.21E-05,5.03E-05,5.02E-05,2.81E-05,2.29E-05,1.55E-05,1.40E-05,1.15E-05,1.87E-06
